"","duration","sdate","sstation","edate","estation","bikeno","client"
"112909","0h 20m 3s",2014-10-12 11:05:00,"M St & Pennsylvania Ave NW",2014-10-12 11:25:00,"Iwo Jima Memorial/N Meade & 14th St N","W20083","Registered"
"341112","0h 10m 24s",2014-11-06 07:24:00,"New Hampshire Ave & T St NW",2014-11-06 07:34:00,"US Dept of State / Virginia Ave & 21st St NW","W00346","Registered"
"335490","0h 25m 20s",2014-11-05 12:28:00,"Gallaudet / 8th St & Florida Ave NE",2014-11-05 12:53:00,"7th & R St NW / Shaw Library","W01143","Registered"
"412274","0h 31m 24s",2014-11-14 11:19:00,"20th & Crystal Dr",2014-11-14 11:50:00,"20th & Crystal Dr","W21282","Casual"
"46484","0h 19m 44s",2014-10-05 11:27:00,"15th & N Scott St",2014-10-05 11:47:00,"19th St & Constitution Ave NW","W01387","Registered"
"4444","0h 7m 16s",2014-10-01 15:07:00,"17th St & Massachusetts Ave NW",2014-10-01 15:14:00,"11th & M St NW","W01153","Registered"
"303006","0h 21m 10s",2014-11-01 11:37:00,"Florida Ave & R St NW",2014-11-01 11:59:00,"4th & M St SW","W20028","Registered"
"487439","0h 3m 2s",2014-11-27 07:07:00,"M St & Pennsylvania Ave NW",2014-11-27 07:10:00,"New Hampshire Ave & 24th St NW","W00897","Registered"
"152107","0h 15m 20s",2014-10-16 18:31:00,"Georgia & New Hampshire Ave NW",2014-10-16 18:46:00,"10th & U St NW","W20846","Registered"
"183050","0h 4m 24s",2014-10-19 16:01:00,"1st & K St SE",2014-10-19 16:05:00,"3rd & D St SE","W00477","Registered"
"116295","0h 28m 1s",2014-10-12 14:52:00,"17th & G St NW",2014-10-12 15:20:00,"Washington & Independence Ave SW/HHS","W20683","Casual"
"247342","0h 6m 59s",2014-10-26 17:27:00,"3rd & Elm St NW",2014-10-26 17:34:00,"15th & P St NW","W21077","Registered"
"636373","0h 4m 30s",2014-12-28 09:28:00,"15th & P St NW",2014-12-28 09:33:00,"Massachusetts Ave & Dupont Circle NW","W00846","Registered"
"241880","0h 5m 32s",2014-10-26 11:25:00,"13th St & New York Ave NW",2014-10-26 11:30:00,"19th St & Pennsylvania Ave NW","W21039","Registered"
"409788","0h 3m 23s",2014-11-14 00:02:00,"Crystal City Metro / 18th & Bell St",2014-11-14 00:06:00,"22nd & Eads St","W21190","Registered"
"299027","0h 27m 21s",2014-10-31 17:53:00,"L'Enfant Plaza / 7th & C St SW",2014-10-31 18:20:00,"Pennsylvania & Minnesota Ave SE","W21444","Registered"
"386010","0h 6m 25s",2014-11-11 13:15:00,"North Capitol St & F St NW",2014-11-11 13:21:00,"3rd & H St NE","W00602","Registered"
"367056","0h 17m 12s",2014-11-09 12:16:00,"Jefferson Dr & 14th St SW",2014-11-09 12:33:00,"21st St & Constitution Ave NW","W21048","Casual"
"353947","0h 2m 13s",2014-11-07 16:51:00,"Pentagon City Metro / 12th & S Hayes St",2014-11-07 16:53:00,"Aurora Hills Community Ctr/18th & Hayes St","W20318","Registered"
"636964","0h 4m 21s",2014-12-28 11:45:00,"18th St & Wyoming Ave NW",2014-12-28 11:49:00,"17th & Corcoran St NW","W20146","Registered"
"570012","0h 18m 15s",2014-12-13 14:09:00,"7th & F St NW / National Portrait Gallery",2014-12-13 14:27:00,"14th & R St NW","W21716","Registered"
"381930","0h 7m 1s",2014-11-10 22:55:00,"13th & H St NE",2014-11-10 23:02:00,"M St & Delaware Ave NE","W20290","Registered"
"50790","0h 24m 29s",2014-10-05 16:24:00,"14th & V St NW",2014-10-05 16:49:00,"21st St & Constitution Ave NW","W20554","Registered"
"277983","0h 17m 47s",2014-10-29 17:32:00,"22nd & I St NW / Foggy Bottom",2014-10-29 17:50:00,"1st & Rhode Island Ave NW","W21498","Registered"
"434039","0h 8m 15s",2014-11-18 11:43:00,"19th & K St NW",2014-11-18 11:51:00,"15th & P St NW","W00212","Registered"
"346113","0h 17m 23s",2014-11-06 18:18:00,"North Capitol St & F St NW",2014-11-06 18:35:00,"7th & R St NW / Shaw Library","W00816","Registered"
"244909","0h 16m 42s",2014-10-26 14:39:00,"Columbia Rd & Georgia Ave NW",2014-10-26 14:56:00,"10th St & Constitution Ave NW","W20749","Registered"
"57535","0h 7m 2s",2014-10-06 12:06:00,"4th & D St NW / Judiciary Square",2014-10-06 12:13:00,"4th & E St SW","W20272","Registered"
"575931","0h 12m 59s",2014-12-14 15:02:00,"Massachusetts Ave & Dupont Circle NW",2014-12-14 15:15:00,"8th & H St NW","W20297","Registered"
"398093","0h 12m 25s",2014-11-12 15:38:00,"37th & O St NW / Georgetown University",2014-11-12 15:50:00,"17th & Corcoran St NW","W00847","Registered"
"437701","0h 5m 14s",2014-11-19 07:13:00,"Ward Circle / American University",2014-11-19 07:18:00,"Tenleytown / Wisconsin Ave & Albemarle St NW","W20385","Registered"
"8961","0h 16m 5s",2014-10-01 19:39:00,"14th & G St NW",2014-10-01 19:55:00,"14th & Harvard St NW","W01098","Registered"
"502338","0h 7m 36s",2014-12-01 08:50:00,"Neal St & Trinidad Ave NE",2014-12-01 08:58:00,"M St & Delaware Ave NE","W20739","Registered"
"526823","0h 10m 55s",2014-12-05 13:45:00,"Bethesda Metro",2014-12-05 13:56:00,"Old Georgetown Rd & Southwick St","W21292","Registered"
"305781","0h 10m 39s",2014-11-01 17:31:00,"3rd & H St NW",2014-11-01 17:42:00,"Thomas Circle","W21251","Registered"
"521496","0h 6m 46s",2014-12-04 17:43:00,"Columbus Circle / Union Station",2014-12-04 17:50:00,"8th & East Capitol St NE","W21413","Registered"
"352161","0h 34m 46s",2014-11-07 12:51:00,"Jefferson Dr & 14th St SW",2014-11-07 13:26:00,"Jefferson Dr & 14th St SW","W00727","Casual"
"34660","0h 22m 29s",2014-10-04 09:52:00,"8th & F St NE",2014-10-04 10:15:00,"7th & T St NW","W20183","Registered"
"498946","0h 18m 2s",2014-11-30 16:35:00,"17th & Rhode Island Ave NW",2014-11-30 16:53:00,"3rd & D St SE","W20016","Casual"
"542635","0h 14m 4s",2014-12-08 18:22:00,"7th & R St NW / Shaw Library",2014-12-08 18:36:00,"Rhode Island Ave & V St NE","W00058","Registered"
"501590","0h 18m 43s",2014-12-01 08:06:00,"39th & Calvert St NW / Stoddert",2014-12-01 08:25:00,"15th & L St NW","W20940","Registered"
"155836","0h 11m 16s",2014-10-17 08:02:00,"Columbus Circle / Union Station",2014-10-17 08:13:00,"Potomac Ave & 8th St SE","W00991","Registered"
"342695","0h 6m 16s",2014-11-06 09:50:00,"10th & Florida Ave NW",2014-11-06 09:56:00,"New Hampshire Ave & T St NW","W20901","Registered"
"198692","0h 17m 46s",2014-10-21 11:14:00,"L'Enfant Plaza / 7th & C St SW",2014-10-21 11:32:00,"6th St & Indiana Ave NW","W20440","Registered"
"390566","0h 15m 20s",2014-11-11 18:50:00,"14th St & New York Ave NW",2014-11-11 19:06:00,"11th & H St NE","W20710","Registered"
"246748","0h 6m 5s",2014-10-26 16:43:00,"20th & Bell St",2014-10-26 16:49:00,"Pentagon City Metro / 12th & S Hayes St","W20967","Registered"
"547137","0h 23m 49s",2014-12-09 21:59:00,"8th & D St NW",2014-12-09 22:22:00,"11th & Kenyon St NW","W20046","Registered"
"248311","0h 48m 37s",2014-10-26 18:52:00,"20th & E St NW",2014-10-26 19:41:00,"21st & I St NW","W20279","Casual"
"497033","0h 4m 9s",2014-11-30 12:58:00,"14th & V St NW",2014-11-30 13:02:00,"California St & Florida Ave NW","W00034","Registered"
"12447","0h 20m 37s",2014-10-02 08:21:00,"14th St & Colorado Ave NW",2014-10-02 08:42:00,"17th & Rhode Island Ave NW","W20964","Registered"
"59907","0h 4m 39s",2014-10-06 16:41:00,"Georgia & New Hampshire Ave NW",2014-10-06 16:46:00,"Park Rd & Holmead Pl NW","W00442","Registered"
"82104","0h 1m 21s",2014-10-08 17:51:00,"Court House Metro / 15th & N Uhle St ",2014-10-08 17:53:00,"15th & N Scott St","W20384","Registered"
"57850","0h 1m 35s",2014-10-06 12:48:00,"5th & F St NW",2014-10-06 12:49:00,"6th St & Indiana Ave NW","W01452","Registered"
"418328","0h 6m 41s",2014-11-15 11:37:00,"14th & R St NW",2014-11-15 11:44:00,"Massachusetts Ave & Dupont Circle NW","W00197","Registered"
"543787","0h 6m 19s",2014-12-08 21:32:00,"11th & M St NW",2014-12-08 21:39:00,"19th & L St NW","W21330","Registered"
"297146","0h 21m 9s",2014-10-31 16:04:00,"19th & L St NW",2014-10-31 16:25:00,"11th & Kenyon St NW","W00215","Casual"
"115968","0h 54m 34s",2014-10-12 14:31:00,"Eckington Pl & Q St NE",2014-10-12 15:26:00,"Harvard St & Adams Mill Rd NW","W20271","Casual"
"388088","0h 5m 3s",2014-11-11 16:09:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE",2014-11-11 16:14:00,"14th & D St SE","W00122","Registered"
"393393","0h 13m 39s",2014-11-12 06:54:00,"California St & Florida Ave NW",2014-11-12 07:07:00,"US Dept of State / Virginia Ave & 21st St NW","W20132","Registered"
"109774","0h 12m 20s",2014-10-11 18:53:00,"Thomas Circle",2014-10-11 19:06:00,"3rd & Elm St NW","W00836","Registered"
"34500","0h 22m 38s",2014-10-04 09:35:00,"21st St & Pennsylvania Ave NW",2014-10-04 09:57:00,"21st & M St NW","W20593","Registered"
"371390","0h 13m 36s",2014-11-09 18:16:00,"8th & F St NW / National Portrait Gallery",2014-11-09 18:30:00,"17th & Corcoran St NW","W21375","Registered"
"439406","0h 12m 13s",2014-11-19 10:26:00,"Adams Mill & Columbia Rd NW",2014-11-19 10:39:00,"Thomas Circle","W21494","Registered"
"454266","0h 1m 55s",2014-11-21 15:48:00,"Van Ness Metro / UDC",2014-11-21 15:50:00,"Connecticut Ave & Tilden St NW","W20066","Registered"
"420679","0h 5m 25s",2014-11-15 15:45:00,"7th & T St NW",2014-11-15 15:50:00,"Convention Center / 7th & M St NW","W21572","Registered"
"17499","0h 11m 56s",2014-10-02 17:10:00,"L'Enfant Plaza / 7th & C St SW",2014-10-02 17:22:00,"Columbus Circle / Union Station","W20849","Registered"
"623879","0h 0m 18s",2014-12-23 13:02:00,"18th St & Wyoming Ave NW",2014-12-23 13:03:00,"18th St & Wyoming Ave NW","W01098","Registered"
"630980","0h 14m 27s",2014-12-26 16:24:00,"Lynn & 19th St North",2014-12-26 16:39:00,"Wisconsin Ave & O St NW","W20434","Registered"
"600814","0h 11m 31s",2014-12-18 08:37:00,"14th & V St NW",2014-12-18 08:49:00,"19th & K St NW","W01431","Registered"
"491932","0h 8m 16s",2014-11-29 05:46:00,"Columbia Rd & Georgia Ave NW",2014-11-29 05:54:00,"20th St & Florida Ave NW","W00390","Registered"
"373740","0h 9m 51s",2014-11-10 08:02:00,"15th & P St NW",2014-11-10 08:12:00,"18th St & Pennsylvania Ave NW","W01258","Registered"
"403201","0h 7m 56s",2014-11-13 07:29:00,"N Pershing Dr & Wayne St",2014-11-13 07:36:00,"N Quincy St & Glebe Rd","W21254","Registered"
"199555","0h 24m 54s",2014-10-21 13:25:00,"3rd & H St NE",2014-10-21 13:50:00,"21st & I St NW","W20716","Registered"
"562973","0h 23m 39s",2014-12-12 11:25:00,"5th & F St NW",2014-12-12 11:49:00,"Georgetown Harbor / 30th St NW","W00335","Registered"
"560587","0h 18m 45s",2014-12-12 02:00:00,"19th St & Constitution Ave NW",2014-12-12 02:19:00,"14th & Rhode Island Ave NW","W00057","Registered"
"341290","0h 9m 56s",2014-11-06 07:48:00,"14th & D St SE",2014-11-06 07:58:00,"Bladensburg Rd & Benning Rd NE","W00696","Registered"
"282858","0h 2m 35s",2014-10-30 08:15:00,"Court House Metro / 15th & N Uhle St ",2014-10-30 08:18:00,"Arlington Blvd & N Queen St","W21475","Registered"
"144296","0h 15m 54s",2014-10-15 22:09:00,"11th & Kenyon St NW",2014-10-15 22:25:00,"1st & Rhode Island Ave NW","W20077","Registered"
"234222","0h 26m 24s",2014-10-25 15:22:00,"Smithsonian / Jefferson Dr & 12th St SW",2014-10-25 15:48:00,"14th & Rhode Island Ave NW","W21892","Casual"
"518442","0h 6m 9s",2014-12-04 09:03:00,"20th St & Florida Ave NW",2014-12-04 09:09:00,"24th & N St NW","W21561","Registered"
"439568","0h 3m 47s",2014-11-19 11:25:00,"George Mason Dr & Wilson Blvd",2014-11-19 11:28:00,"Glebe Rd & 11th St N","W20523","Registered"
"248375","0h 7m 36s",2014-10-26 18:57:00,"20th St & Florida Ave NW",2014-10-26 19:05:00,"25th St & Pennsylvania Ave NW","W01135","Registered"
"606368","0h 4m 21s",2014-12-19 07:41:00,"Thomas Circle",2014-12-19 07:45:00,"17th & K St NW","W20724","Registered"
"106023","0h 13m 52s",2014-10-11 10:59:00,"19th & K St NW",2014-10-11 11:13:00,"14th & V St NW","W00641","Registered"
"181327","0h 18m 2s",2014-10-19 13:35:00,"6th & Water St SW / SW Waterfront",2014-10-19 13:53:00,"5th & F St NW","W20556","Registered"
"474780","0h 7m 4s",2014-11-24 17:50:00,"15th & F St NE",2014-11-24 17:57:00,"Columbus Circle / Union Station","W00438","Registered"
"29298","0h 9m 27s",2014-10-03 16:25:00,"4th & E St SW",2014-10-03 16:35:00,"Columbus Circle / Union Station","W21298","Registered"
"511511","0h 4m 58s",2014-12-03 09:55:00,"18th & R St NW",2014-12-03 10:00:00,"Thomas Circle","W00030","Registered"
"612346","0h 3m 35s",2014-12-20 10:20:00,"Massachusetts Ave & Dupont Circle NW",2014-12-20 10:24:00,"15th & P St NW","W00375","Registered"
"367465","0h 0m 42s",2014-11-09 12:46:00,"8th & F St NW / National Portrait Gallery",2014-11-09 12:46:00,"8th & F St NW / National Portrait Gallery","W21301","Registered"
"231210","0h 21m 40s",2014-10-25 12:30:00,"Jefferson Dr & 14th St SW",2014-10-25 12:51:00,"Lincoln Memorial","W21564","Casual"
"384987","0h 6m 33s",2014-11-11 11:46:00,"8th & F St NW / National Portrait Gallery",2014-11-11 11:52:00,"11th & M St NW","W20912","Registered"
"230364","3h 0m 37s",2014-10-25 11:33:00,"9th & Upshur St NW",2014-10-25 14:34:00,"14th & Upshur St NW","W21646","Registered"
"598392","0h 9m 2s",2014-12-17 19:16:00,"Minnesota Ave Metro/DOES",2014-12-17 19:25:00,"Nannie Helen Burroughs Ave & 49th St NE","W01377","Registered"
"382522","0h 5m 19s",2014-11-11 07:36:00,"New Hampshire Ave & T St NW",2014-11-11 07:42:00,"17th & K St NW","W20538","Registered"
"28903","0h 4m 5s",2014-10-03 15:51:00,"New Hampshire Ave & T St NW",2014-10-03 15:55:00,"14th & Belmont St NW","W00960","Registered"
"621823","0h 8m 32s",2014-12-22 18:06:00,"17th & Rhode Island Ave NW",2014-12-22 18:14:00,"12th & U St NW","W00047","Registered"
"144441","0h 17m 48s",2014-10-15 23:04:00,"Massachusetts Ave & Dupont Circle NW",2014-10-15 23:22:00,"1st & Rhode Island Ave NW","W21530","Registered"
"563898","1h 8m 0s",2014-12-12 14:27:00,"Jefferson Dr & 14th St SW",2014-12-12 15:35:00,"14th & D St NW / Ronald Reagan Building","W00825","Casual"
"583785","0h 9m 21s",2014-12-15 17:49:00,"15th & P St NW",2014-12-15 17:58:00,"7th & T St NW","W20813","Registered"
"321578","0h 3m 30s",2014-11-03 22:29:00,"14th & V St NW",2014-11-03 22:33:00,"17th & Corcoran St NW","W01311","Registered"
"414649","0h 12m 5s",2014-11-14 17:24:00,"11th & F St NW",2014-11-14 17:36:00,"D St & Maryland Ave NE","W01346","Registered"
"129371","0h 13m 23s",2014-10-14 08:39:00,"Anacostia Metro",2014-10-14 08:52:00,"3rd & Tingey St SE","W00850","Registered"
"533124","0h 10m 11s",2014-12-07 09:03:00,"Thomas Circle",2014-12-07 09:13:00,"Jefferson Dr & 14th St SW","W21850","Casual"
"485663","0h 12m 59s",2014-11-25 22:22:00,"17th & G St NW",2014-11-25 22:35:00,"14th & V St NW","W00407","Registered"
"575956","0h 14m 6s",2014-12-14 15:06:00,"5th & F St NW",2014-12-14 15:20:00,"3rd & D St SE","W20898","Registered"
"444977","0h 7m 25s",2014-11-20 08:48:00,"King St Metro",2014-11-20 08:56:00,"King St & Patrick St","W20205","Registered"
"108722","0h 11m 55s",2014-10-11 17:02:00,"Washington & Independence Ave SW/HHS",2014-10-11 17:14:00,"Independence Ave & L'Enfant Plaza SW/DOE","W21249","Casual"
"128213","0h 10m 16s",2014-10-14 07:34:00,"Independence Ave & L'Enfant Plaza SW/DOE",2014-10-14 07:44:00,"18th St & Pennsylvania Ave NW","W20972","Registered"
"254669","0h 12m 22s",2014-10-27 15:27:00,"Market Square / King St & Royal St",2014-10-27 15:39:00,"Market Square / King St & Royal St","W20812","Registered"
"541571","0h 44m 31s",2014-12-08 16:49:00,"23rd & E St NW ",2014-12-08 17:34:00,"King St Metro","W21505","Registered"
"150891","0h 4m 54s",2014-10-16 17:38:00,"King St Metro",2014-10-16 17:43:00,"King St & Patrick St","W21362","Registered"
"602285","0h 1m 53s",2014-12-18 12:54:00,"5th & F St NW",2014-12-18 12:56:00,"7th & F St NW / National Portrait Gallery","W21675","Registered"
"362160","0h 9m 5s",2014-11-08 16:25:00,"10th & Florida Ave NW",2014-11-08 16:34:00,"New Jersey Ave & R St NW","W21438","Casual"
"612249","0h 6m 19s",2014-12-20 09:53:00,"Thomas Circle",2014-12-20 09:59:00,"Massachusetts Ave & Dupont Circle NW","W20878","Registered"
"634621","0h 23m 16s",2014-12-27 15:58:00,"Park Rd & Holmead Pl NW",2014-12-27 16:21:00,"11th & F St NW","W21620","Casual"
"173194","0h 9m 9s",2014-10-18 15:25:00,"New Hampshire Ave & T St NW",2014-10-18 15:34:00,"25th St & Pennsylvania Ave NW","W00720","Registered"
"1621","0h 27m 57s",2014-10-01 08:39:00,"TJ Cmty Ctr / 2nd St & S Old Glebe Rd",2014-10-01 09:07:00,"20th & O St NW / Dupont South","W20553","Registered"
"470403","0h 5m 8s",2014-11-24 09:09:00,"17th & K St NW / Farragut Square",2014-11-24 09:14:00,"15th & P St NW","W21476","Registered"
"211591","0h 30m 24s",2014-10-23 14:00:00,"Ohio Dr & West Basin Dr SW / MLK & FDR Memorials",2014-10-23 14:30:00,"Lincoln Memorial","W21366","Casual"
"636180","0h 8m 3s",2014-12-28 02:41:00,"Calvert & Biltmore St NW",2014-12-28 02:49:00,"Calvert & Biltmore St NW","W00464","Casual"
"106851","0h 7m 17s",2014-10-11 13:26:00,"7th & T St NW",2014-10-11 13:33:00,"MLK Library/9th & G St NW","W21505","Registered"
"527222","0h 13m 10s",2014-12-05 15:37:00,"1st & K St SE",2014-12-05 15:50:00,"15th & East Capitol St NE","W00151","Registered"
"62024","0h 3m 45s",2014-10-06 18:12:00,"3rd & D St SE",2014-10-06 18:16:00,"1st & K St SE","W01325","Registered"
"643755","0h 46m 4s",2014-12-29 20:05:00,"Metro Center / 12th & G St NW",2014-12-29 20:51:00,"Columbia Pike & S Walter Reed Dr","W20825","Registered"
"74515","0h 22m 18s",2014-10-08 05:08:00,"Lincoln Park / 13th & East Capitol St NE ",2014-10-08 05:30:00,"Georgetown Harbor / 30th St NW","W00891","Registered"
"360147","0h 28m 47s",2014-11-08 13:28:00,"Lincoln Memorial",2014-11-08 13:57:00,"19th St & Constitution Ave NW","W20019","Casual"
"122740","0h 10m 35s",2014-10-13 13:00:00,"10th & E St NW",2014-10-13 13:11:00,"L'Enfant Plaza / 7th & C St SW","W21087","Casual"
"242101","0h 2m 36s",2014-10-26 11:40:00,"22nd & I St NW / Foggy Bottom",2014-10-26 11:43:00,"25th St & Pennsylvania Ave NW","W00068","Registered"
"464142","0h 10m 7s",2014-11-23 11:42:00,"15th & F St NE",2014-11-23 11:52:00,"Eastern Market Metro / Pennsylvania Ave & 7th St SE","W01275","Registered"
"367838","0h 4m 33s",2014-11-09 13:13:00,"5th & K St NW",2014-11-09 13:18:00,"8th & H St NW","W01325","Registered"
"150560","0h 5m 14s",2014-10-16 17:22:00,"20th & O St NW / Dupont South",2014-10-16 17:27:00,"21st St & Pennsylvania Ave NW","W21077","Registered"
"882","0h 7m 25s",2014-10-01 07:53:00,"13th & H St NE",2014-10-01 08:01:00,"Columbus Circle / Union Station","W21673","Registered"
"151071","0h 7m 11s",2014-10-16 17:46:00,"14th St & New York Ave NW",2014-10-16 17:53:00,"17th St & Massachusetts Ave NW","W20257","Registered"
"494581","0h 5m 5s",2014-11-29 17:44:00,"3rd & D St SE",2014-11-29 17:50:00,"14th & D St SE","W01203","Registered"
"357655","0h 7m 51s",2014-11-08 08:51:00,"11th & Kenyon St NW",2014-11-08 08:59:00,"7th & T St NW","W20665","Registered"
"336084","0h 7m 2s",2014-11-05 13:55:00,"36th & Calvert St NW / Glover Park",2014-11-05 14:02:00,"Wisconsin Ave & O St NW","W20136","Casual"
"535200","0h 8m 15s",2014-12-07 14:02:00,"14th & Harvard St NW",2014-12-07 14:10:00,"Georgia & New Hampshire Ave NW","W00237","Registered"
"250870","0h 6m 25s",2014-10-27 08:12:00,"California St & Florida Ave NW",2014-10-27 08:18:00,"16th & Harvard St NW","W21599","Registered"
"144116","0h 2m 14s",2014-10-15 21:18:00,"25th St & Pennsylvania Ave NW",2014-10-15 21:20:00,"22nd & I St NW / Foggy Bottom","W00365","Registered"
"508325","0h 16m 40s",2014-12-02 17:01:00,"11th & K St NW",2014-12-02 17:18:00,"18th St & Wyoming Ave NW","W00942","Registered"
"57137","0h 2m 22s",2014-10-06 11:01:00,"6th St & Indiana Ave NW",2014-10-06 11:04:00,"5th & F St NW","W00756","Registered"
"556448","0h 6m 0s",2014-12-11 10:50:00,"8th & H St NW",2014-12-11 10:56:00,"14th & D St NW / Ronald Reagan Building","W01229","Registered"
"122038","0h 11m 28s",2014-10-13 09:54:00,"Florida Ave & R St NW",2014-10-13 10:06:00,"17th & Rhode Island Ave NW","W20861","Registered"
"138219","0h 3m 55s",2014-10-14 22:53:00,"1st & H St NW",2014-10-14 22:57:00,"5th St & Massachusetts Ave NW","W00136","Registered"
"19728","0h 18m 34s",2014-10-02 18:45:00,"14th & Rhode Island Ave NW",2014-10-02 19:03:00,"9th & Upshur St NW","W21200","Registered"
"255227","0h 18m 20s",2014-10-27 16:24:00,"Park Rd & Holmead Pl NW",2014-10-27 16:43:00,"21st St & Pennsylvania Ave NW","W21447","Registered"
"518453","0h 21m 37s",2014-12-04 09:04:00,"10th & Florida Ave NW",2014-12-04 09:26:00,"37th & O St NW / Georgetown University","W00878","Registered"
"264302","0h 2m 26s",2014-10-28 12:33:00,"5th St & Massachusetts Ave NW",2014-10-28 12:35:00,"8th & H St NW","W01221","Registered"
"26532","0h 27m 36s",2014-10-03 12:02:00,"Lynn & 19th St North",2014-10-03 12:29:00,"7th & R St NW / Shaw Library","W20551","Registered"
